Company_id,Current_assets,Cost_of_goods_sold,Depreciation_and_amortization,EBITDA,Inventory,Net_income,Total_receivables,Market_value,Net_sales,Total_assets,Total_long_term_debt,EBIT,Gross_profit,Total_current_liabilities,Retained_earnings,Total_revenue,Total_liabilities,Total_operating_expenses,Bankrupt
C_1144,11783.0,13643.0,5475.0,-5062.0,1586.0,-27446.0,3722.0,23974.5153,17531.0,20251.0,3624.0,-10537.0,3888.0,9472.0,-30170.0,17531.0,15183.0,22593.0,1
C_1147,1.407,5.224,0.599,0.314,0.0,-0.331,1.229,0.602,7.756,2.404,0.225,-0.285,2.532,1.481,0.035,7.756,1.759,7.442,0
C_1148,628.546,4196.04,125.765,41.715,106.228,37.705,382.329,573.4231,4237.755,2617.361,1023.373,-84.05,41.715,929.1,111.358,4237.755,2033.883,4196.04,0
C_1157,40.309,25.395,38.879,65.765,0.0,8.344,19.445,391.8623,113.669,240.432,71.0,26.886,88.274,37.485,64.939,113.669,115.094,47.904,0
C_1162,4.082,0.75,0.352,-0.027,0.0,-0.288,0.401,10.3847,1.192,9.252,0.0,-0.379,0.442,0.177,17.025,1.192,0.731,1.219,0
C_1164,7.81,13.25,0.495,1.152,4.296,0.106,3.287,6.2634,18.013,15.03,3.719,0.657,4.763,6.439,0.972,18.013,10.269,16.861,0
C_1165,205.218,372.773,47.906,107.314,23.701,33.109,154.364,525.726,523.82,579.611,170.0,59.408,151.047,113.834,164.677,523.82,328.178,416.506,0
C_1166,3.032,6.22,0.135,-2.99,0.0,-2.928,0.484,6.1479,3.23,3.739,0.0,-3.125,-2.99,1.057,1.88,3.23,1.084,6.22,0
C_1168,24.721,31.838,3.539,-5.035,11.977,-26.588,10.301,19.8825,59.488,52.238,2.042,-8.574,27.65,34.048,-85.079,59.488,36.09,64.523,0
C_1169,273.202,373.003,35.246,103.826,100.849,44.45,120.292,480.5435,508.561,807.301,191.221,68.58,135.558,126.252,203.925,508.561,454.269,404.735,1
C_1173,2502.52,5424.69,889.55,2574.672,397.518,718.508,1548.214,10411.3073,7999.362,37351.513,11962.763,1685.122,2574.672,4669.457,1352.802,7999.362,29407.314,5424.69,1
C_1176,48.095,59.411,3.701,4.74,24.456,-1.704,17.002,16.507,82.619,71.932,17.13,1.039,23.208,21.171,6.671,82.619,53.404,77.879,0
C_1180,280.119,319.018,17.095,47.158,169.523,8.501,80.944,196.6356,500.75,546.135,256.17,30.063,181.732,82.243,47.59,500.75,418.754,453.592,1
C_1184,10.204,9.044,0.221,0.558,7.213,-0.186,2.088,5.5467,14.745,12.324,0.264,0.337,5.701,4.166,-7.587,14.745,5.284,14.187,0
C_1187,73.944,131.556,10.34,23.334,32.094,6.179,34.89,203.6265,207.439,184.798,20.449,12.994,75.883,42.189,90.551,207.439,69.401,184.105,0
C_1189,146.622,226.597,59.644,200.769,3.046,101.441,38.054,771.255,469.333,1964.275,854.929,141.125,242.736,85.532,743.174,469.333,1150.849,268.564,1
C_1190,679.452,3414.358,14.869,103.829,389.504,23.035,264.235,626.8725,3814.994,953.853,335.449,88.96,400.636,367.674,141.292,3814.994,717.61,3711.165,0
C_1191,1649.0,3622.0,237.0,573.0,437.0,39.0,422.0,105.07,4762.0,7041.0,5.0,336.0,1140.0,849.0,-2314.0,4762.0,8621.0,4189.0,0
C_1195,3.91,20.441,1.729,0.276,0.0,-1.445,1.411,14.5485,33.346,10.375,0.0,-1.453,12.905,3.696,-37.633,33.346,3.804,33.07,1
C_1196,2703.0,5137.0,447.0,1397.0,904.0,387.0,1416.0,8725.8364,8195.0,8452.0,1699.0,950.0,3058.0,1955.0,6091.0,8195.0,5250.0,6798.0,0
C_1198,19.831,29.728,0.845,1.319,7.95,-1.016,9.258,8.101,43.961,22.871,0.166,0.474,14.233,11.587,3.186,43.961,11.797,42.642,0
C_1199,9773.0,19155.0,1068.0,3804.0,462.0,1124.0,3091.0,7004.9569,22959.0,35862.0,9047.0,2736.0,3804.0,4866.0,-974.0,22959.0,31060.0,19155.0,1
C_1200,1.514,1.803,0.031,-0.914,0.0,2.171,0.0,80.5132,0.889,24.59,13.615,-0.945,-0.914,0.612,-0.999,0.889,14.227,1.803,0
C_1208,11.074,15.858,0.668,2.727,5.768,1.099,1.95,9.0825,23.246,18.006,0.725,2.059,7.388,3.046,12.685,23.246,4.134,20.519,0
C_1209,5.26,20.741,6.318,-4.247,0.0,-4.708,1.701,65.7115,17.84,41.76,9.6,-10.565,-2.901,5.846,-8.078,17.84,15.446,22.087,0
C_1212,191.452,289.969,97.259,176.275,22.2,11.059,99.874,339.6793,487.965,1105.777,587.165,79.016,197.996,83.734,-36.044,487.965,693.634,311.69,1
C_1215,54.127,265.952,7.512,2.191,28.626,-5.771,16.769,32.163,293.07,91.97,15.114,-5.321,27.118,15.045,41.883,293.07,32.466,290.879,0
C_1216,4.683,8.443,8.645,14.143,0.0,2.747,4.282,75.1632,29.895,82.244,24.5,5.498,21.452,4.217,-8.73,29.895,34.323,15.752,1
C_1219,2814.574,191.188,29.509,393.203,0.0,274.531,135.168,13023.5144,954.91,2953.075,0.0,363.694,763.722,2023.406,735.216,954.91,2029.094,561.707,0
C_1226,30.402,14.717,53.162,53.652,0.0,34.337,16.002,286.3718,95.881,460.171,46.887,0.49,81.164,19.053,120.881,95.881,130.678,42.229,1
C_1231,739.63,2013.155,95.046,257.063,100.954,97.02,401.013,1407.4642,2270.218,2994.054,644.308,162.017,257.063,1053.19,512.983,2270.218,2188.537,2013.155,0
C_1232,679.811,1481.626,84.693,188.143,519.473,35.335,18.052,846.04,2183.715,1812.652,544.418,103.45,702.089,581.973,601.944,2183.715,1194.862,1995.572,0
C_1235,1013.956,707.681,66.794,346.655,140.813,212.391,382.56,5656.9028,1619.495,1677.887,0.0,279.861,911.814,508.084,682.283,1619.495,636.676,1272.84,0
C_1237,64.705,140.323,10.578,29.522,1.118,14.968,10.753,100.2378,173.991,199.852,28.0,18.944,33.668,61.286,63.688,173.991,103.079,144.469,0
C_1238,92.626,223.071,15.082,35.952,34.382,11.02,47.01,104.4555,277.052,225.645,58.672,20.87,53.981,45.639,78.019,277.052,133.773,241.1,1
C_1242,1504.2,3613.6,465.3,388.8,451.8,-275.0,398.8,2549.88,4002.4,7618.8,2522.0,-76.5,388.8,1014.2,1204.9,4002.4,4852.2,3613.6,0
C_1244,69.872,134.961,37.979,172.319,4.446,60.111,56.331,1542.1043,307.28,1560.339,516.52,134.34,172.319,202.635,150.408,307.28,1086.506,134.961,0
C_1245,17275.0,31944.0,2337.0,18632.0,8923.0,8560.0,5148.0,98692.2626,72944.0,84968.0,18651.0,16295.0,41000.0,20653.0,33896.0,72944.0,61335.0,54312.0,0
C_1246,4363.0,17802.0,1417.0,4996.0,2618.0,1661.0,1294.0,23028.8411,24050.0,35217.0,9295.0,3579.0,6248.0,4542.0,6942.0,24050.0,20877.0,19054.0,0
C_1247,405.3,894.528,25.734,87.873,233.704,10.68,81.551,339.7506,1431.892,708.933,248.935,62.139,537.364,114.358,116.748,1431.892,443.206,1344.019,0
C_1251,605.153,900.569,41.047,199.86,275.433,100.209,6.205,1865.5375,1572.68,862.672,25.356,158.813,672.111,208.396,425.208,1572.68,277.016,1372.82,1
C_1252,245.486,585.028,24.546,44.952,181.835,1.14,33.692,94.3323,651.075,403.576,156.1,20.406,66.047,81.88,92.002,651.075,252.453,606.123,0
C_1261,24.033,51.749,3.053,2.367,10.617,-2.899,12.637,2.2212,66.498,48.658,0.83,-0.686,14.749,37.694,-6.841,66.498,44.509,64.131,1
C_1262,279.85,129.53,206.609,385.49,11.559,87.954,112.04,1410.0423,604.5,2426.408,940.076,178.881,474.97,158.151,112.291,604.5,1601.523,219.01,0
C_1267,196.941,472.423,30.84,0.459,98.256,-24.905,64.812,222.5423,499.227,534.93,220.029,-30.381,26.804,102.841,111.695,499.227,362.817,498.768,1
C_1268,18.343,9.785,1.951,-1.823,4.217,-3.304,4.267,204.7237,30.001,22.009,0.0,-3.774,20.216,3.938,-64.047,30.001,3.938,31.824,0
C_1270,1139.9,1965.9,170.6,507.7,37.8,168.4,401.2,2419.978,2473.6,5285.9,1847.4,337.1,507.7,965.4,954.5,2473.6,3377.9,1965.9,0
C_1271,142.579,210.065,4.381,26.171,57.589,13.542,77.635,221.0965,271.243,186.361,21.285,21.79,61.178,53.598,107.827,271.243,76.992,245.072,0
C_1274,84.408,343.607,38.411,113.027,12.959,40.193,20.085,494.0897,485.408,1156.77,309.736,74.616,141.801,65.441,297.158,485.408,448.829,372.381,0
C_1276,61.269,90.704,8.409,11.869,15.063,2.305,18.232,70.2,146.683,104.959,15.575,3.46,55.979,20.783,39.669,146.683,36.417,134.814,0
C_1280,349.497,1943.716,96.936,408.382,36.483,150.433,199.945,1093.3481,2352.098,2934.638,953.884,311.446,408.382,329.637,386.392,2352.098,1898.162,1943.716,0
C_1283,7.216,2.567,2.132,-7.481,0.557,-14.821,1.41,6.2798,5.652,17.397,0.0,-9.613,3.085,4.585,-105.929,5.652,9.913,13.133,1
C_1286,660.838,2781.324,217.54,592.667,90.333,106.839,426.329,1904.9335,3373.991,5546.977,2427.054,375.127,592.667,844.808,2.908,3373.991,4073.591,2781.324,0
C_1289,3.64,4.647,0.49,0.861,2.16,-0.519,1.088,3.0628,7.236,4.951,0.018,0.371,2.589,1.453,-2.057,7.236,1.471,6.375,0
C_1300,58.843,162.098,7.418,19.702,0.0,-18.756,47.984,49.6884,224.894,131.156,0.0,12.284,62.796,47.866,-10.985,224.894,47.866,205.192,0
C_1302,801.314,1017.051,56.859,251.447,251.446,101.554,397.659,1805.315,1986.126,2036.403,707.921,194.588,969.075,364.714,359.118,1986.126,1178.297,1734.679,0
C_1310,8362.0,13637.0,729.0,1523.0,4380.0,-763.0,1767.0,12839.677,16867.0,26636.0,7732.0,794.0,3230.0,5753.0,3564.0,16867.0,15346.0,15344.0,0
C_1315,172.647,990.391,64.785,174.066,110.247,53.088,18.861,875.8497,1311.621,736.505,256.12,109.281,321.23,111.915,171.925,1311.621,397.004,1137.555,0
C_1319,3152.5,16988.7,151.9,793.4,2178.5,232.3,802.2,3966.7213,19989.3,8065.4,647.3,641.5,3000.6,2578.1,883.2,19989.3,4237.5,19195.9,0
C_1325,227.799,328.865,5.182,20.108,107.159,-11.27,84.537,153.089,443.492,286.836,132.218,14.926,114.627,41.056,17.209,443.492,187.233,423.384,0
C_1333,2.03,3.201,0.146,-2.393,0.0,-2.643,2.0,5.5336,0.808,12.987,0.394,-2.539,-2.393,2.861,-13.817,0.808,3.255,3.201,0
C_1336,55.353,63.039,10.474,-37.866,34.765,-104.373,14.866,35.2408,107.845,87.947,7.24,-48.34,44.806,40.208,-237.492,107.845,47.448,145.711,1
C_1341,100.483,364.322,20.292,47.42,11.895,16.942,48.479,601.4,652.286,296.559,0.0,27.128,287.964,108.536,55.428,652.286,211.061,604.866,0
C_1342,5.528,18.85,0.726,2.227,1.838,0.531,1.723,6.0826,29.02,12.627,2.73,1.501,10.17,5.295,-28.273,29.02,9.755,26.793,1
C_1346,81.211,211.556,8.569,2.803,41.07,-6.189,26.364,17.0755,325.438,155.115,52.096,-5.766,113.882,49.085,29.003,325.438,108.419,322.635,1
C_1349,341.251,1901.034,80.271,180.848,212.467,-0.727,60.712,708.696,2743.29,939.988,156.437,100.577,842.256,228.979,395.804,2743.29,486.029,2562.442,0
C_1350,355.163,128.59,4.021,53.131,37.374,40.174,63.481,606.9,294.291,386.644,0.0,49.11,165.701,32.227,388.107,294.291,32.227,241.16,1
C_1351,573.3,802.515,47.713,133.519,360.338,-55.486,184.799,480.4401,1160.925,995.17,310.936,85.806,358.41,171.484,631.597,1160.925,540.939,1027.406,0
C_1352,29.084,599.376,30.238,109.486,5.091,45.046,4.806,661.2776,746.444,583.129,178.0,79.248,147.068,53.043,281.007,746.444,266.375,636.958,1
C_1353,982.493,4208.121,545.485,798.002,65.366,18.678,556.309,1346.9415,5006.123,4923.611,1391.597,252.517,798.002,1013.926,698.417,5006.123,3692.942,4208.121,0
C_1355,52.61,85.788,0.475,5.762,44.869,3.386,0.271,37.9732,160.858,76.731,1.26,5.287,75.07,13.293,57.124,160.858,17.573,155.096,1
C_1357,2619.854,8177.549,199.927,536.389,1545.66,99.869,840.352,3723.459,8713.938,4008.229,1405.161,336.462,536.389,1059.175,965.3,8713.938,2543.612,8177.549,0
C_1361,70.23,95.049,3.001,6.245,20.497,-10.65,36.041,33.4094,138.467,107.758,1.009,3.244,43.418,66.754,8.892,138.467,74.554,132.222,0
C_1364,772.929,246.795,71.025,260.363,163.93,64.134,266.879,2736.5815,858.104,1754.365,734.933,189.338,611.309,161.48,-185.343,858.104,935.79,597.741,0
C_1367,3311.8,22899.4,937.7,3569.2,2576.8,1253.9,391.4,20378.175,34301.0,17462.6,6712.3,2631.5,11401.6,3882.6,5036.4,34301.0,11573.0,30731.8,0
C_1372,12.594,22.92,2.973,5.919,0.644,1.232,0.737,11.7223,35.763,47.883,10.0,2.946,12.843,4.209,41.507,35.763,15.264,29.844,1
C_1385,1548.734,1651.818,66.342,483.825,201.762,333.674,502.289,6660.024,2512.016,2002.828,0.0,417.483,860.198,394.123,928.963,2512.016,493.889,2028.191,0
C_1387,1.636,1.937,0.072,0.265,0.577,0.325,0.3,1.3888,3.435,2.095,0.0,0.193,1.498,0.226,0.874,3.435,0.315,3.17,0
C_1392,592.862,1519.27,55.8,170.152,205.345,53.305,187.416,455.328,1804.61,1235.592,255.819,114.352,285.34,280.6,512.501,1804.61,702.322,1634.458,0
C_1396,4.95,16.019,14.558,-9.203,0.0,-73.494,0.993,0.1924,6.816,11.069,1.885,-23.761,-9.203,4.96,-152.499,6.816,8.431,16.019,1
C_1398,36105.0,26322.0,863.0,4520.0,4912.0,735.0,28813.0,15263.856,41078.0,44317.0,18921.0,3657.0,14756.0,15584.0,6582.0,41078.0,38198.0,36558.0,0
C_1401,30.254,21.531,6.066,19.013,4.557,2.835,11.111,64.51,93.186,107.285,33.873,12.947,71.655,36.82,-39.223,93.186,73.58,74.173,0
C_1402,37.379,62.949,4.025,6.218,13.81,-4.617,17.377,10.7499,86.31,76.1,3.215,2.193,23.361,30.401,22.222,86.31,37.495,80.092,0
C_1404,768.7,599.3,64.4,169.1,205.4,22.9,214.2,1349.8,1097.3,1707.3,380.5,104.7,498.0,294.1,-7.3,1097.3,752.4,928.2,0
C_1408,1150.658,2419.27,126.937,436.235,71.336,155.033,366.284,4147.3278,3601.429,3674.739,1105.518,309.298,1182.159,814.401,335.344,3601.429,2351.101,3165.194,0
C_1415,1506.945,2698.278,148.098,637.872,632.763,263.158,523.278,4234.395,5066.005,3627.925,503.517,489.774,2367.727,1141.353,1916.374,5066.005,2140.161,4428.133,0
C_1425,0.029,0.436,0.07,-1.369,0.0,-1.532,0.008,2.4576,1.064,0.276,0.926,-1.439,0.628,1.023,-47.996,1.064,1.962,2.433,0
C_1426,0.072,0.681,0.012,-0.141,0.0,-0.136,0.0,5.4701,0.54,3.503,0.008,-0.153,-0.141,0.029,-32.15,0.54,2.275,0.681,0
C_1430,1523.031,2428.239,92.895,464.405,653.151,152.145,752.165,2648.9352,3551.209,2735.828,538.842,371.51,1122.97,666.004,537.706,3551.209,1296.377,3086.804,0
C_1437,28.466,62.995,8.383,10.391,1.413,-1.897,8.442,22.7427,98.214,128.817,74.123,2.008,35.219,20.215,34.389,98.214,101.599,87.823,0
C_1438,665.169,1903.272,158.574,436.096,261.721,91.609,320.151,2544.0515,2606.276,2352.197,885.961,277.522,703.004,460.27,494.602,2606.276,1548.075,2170.18,0
C_1440,16.516,45.615,8.426,20.199,3.12,6.318,7.041,65.2802,68.242,83.45,26.119,11.773,22.627,16.817,-7.033,68.242,50.107,48.043,1
C_1442,144.967,364.927,36.505,80.896,17.989,-6.361,97.372,196.08,445.823,863.548,478.36,44.391,80.896,209.013,-21.521,445.823,749.738,364.927,0
C_1444,87.789,92.384,17.162,70.022,0.97,20.447,28.004,352.296,197.514,683.764,315.128,52.86,105.13,63.636,74.544,197.514,481.902,127.492,0
C_1448,436.032,1712.965,86.985,219.848,106.505,57.285,218.912,1039.38,1932.813,2896.871,1429.631,132.863,219.848,438.621,59.031,1932.813,2175.014,1712.965,0
C_1451,31.171,80.264,6.06,18.556,0.0,6.243,21.443,129.664,115.547,225.186,64.818,12.496,35.283,26.367,16.687,115.547,170.231,96.991,0
C_1457,86.513,167.239,1.914,4.048,44.912,1.619,23.705,52.233,187.62,107.795,0.0,2.134,20.381,20.536,69.581,187.62,28.273,183.572,0
C_1462,1.487,4.458,0.301,-3.142,0.585,3.403,0.325,1.3625,4.493,3.448,0.014,-3.443,0.035,2.573,-17.93,4.493,18.523,7.635,0
C_1467,328.949,419.306,18.909,34.452,177.291,-2.485,117.965,164.3536,608.073,509.429,200.066,15.543,188.767,100.593,179.81,608.073,323.742,573.621,0
C_1469,490.236,768.039,45.419,100.712,74.042,-49.333,182.494,514.2631,1187.635,837.783,202.3,55.293,419.596,127.319,396.803,1187.635,422.493,1086.923,1
C_1470,214.944,388.323,13.68,67.743,102.674,24.897,98.47,287.0468,600.152,424.264,153.019,54.063,211.829,75.137,367.941,600.152,252.09,532.409,0
C_1471,138.625,147.159,7.021,9.447,56.437,1.111,58.582,86.7447,268.979,219.551,0.0,2.426,121.82,84.236,333.004,268.979,93.174,259.532,1
C_1473,134.927,149.162,11.4,24.472,84.834,8.097,34.08,102.869,225.857,248.532,7.0,13.072,76.695,25.146,133.251,225.857,63.711,201.385,0
C_1476,185.194,564.316,39.972,71.197,61.863,16.152,103.19,224.1287,711.517,435.488,109.588,31.225,147.201,109.73,127.31,711.517,275.759,640.32,0
C_1481,1254.526,1039.868,104.993,200.186,183.98,67.207,505.63,2166.8774,2045.322,1758.883,9.523,95.193,1005.454,714.54,157.771,2045.322,724.063,1845.136,0
C_1483,993.1,889.3,112.9,585.5,399.8,267.0,332.1,11481.379,2602.3,2423.6,720.9,472.6,1713.0,533.4,953.3,2602.3,1367.4,2016.8,0
C_1486,1510.0,10802.0,321.0,954.0,652.0,398.0,700.0,2820.2529,12322.0,5932.0,1142.0,633.0,1520.0,1778.0,2238.0,12322.0,4290.0,11368.0,0
C_1491,280.271,509.652,28.388,104.494,60.843,55.354,102.171,1043.8033,643.395,540.838,0.0,76.106,133.743,71.137,433.651,643.395,92.097,538.901,0
C_1494,18.613,33.785,3.588,12.37,6.787,2.862,6.834,36.9272,58.09,43.498,15.813,8.782,24.305,6.914,-15.517,58.09,25.752,45.72,0
C_1497,36.753,36.72,59.501,136.705,0.0,-22.348,31.942,500.8792,181.612,671.685,258.197,77.204,144.892,73.245,28.257,181.612,359.032,44.907,1
C_1499,1000.208,835.401,69.936,177.184,310.924,-53.907,307.576,3633.0423,1452.697,1892.674,310.22,107.248,617.296,339.733,320.045,1452.697,711.885,1275.513,0
C_1500,118.88,179.163,11.52,2.577,86.81,-2.319,0.0,92.8483,287.744,276.494,0.0,-8.943,108.581,32.919,245.897,287.744,35.037,285.167,1
C_1501,38.076,77.511,3.009,3.021,25.339,-0.318,11.338,20.591,91.104,69.759,10.0,0.012,13.593,16.936,48.027,91.104,30.81,88.083,0
C_1505,2984.882,17264.898,248.24,1286.772,1061.893,596.909,1658.044,18058.4967,21784.497,5468.521,961.421,1038.532,4519.599,2089.895,2456.521,21784.497,3321.001,20497.725,0
C_1519,2.265,2.281,0.031,0.54,0.712,0.105,1.192,6.302,4.177,2.501,0.003,0.509,1.896,0.761,-10.811,4.177,0.772,3.637,1
C_1520,37.353,61.906,2.724,-2.69,4.667,-3.39,18.466,27.6696,103.947,50.149,0.0,-5.414,42.041,14.043,51.013,103.947,16.046,106.637,0
C_1522,145.106,299.742,13.027,20.126,89.798,3.724,0.0,78.2977,437.457,206.889,0.0,7.099,137.715,41.24,67.368,437.457,48.182,417.331,1
C_1523,1714.3,2452.7,108.3,616.7,949.8,166.7,276.3,5321.68,4775.7,2245.1,565.4,508.4,2323.0,826.4,1786.6,4775.7,1467.0,4159.0,1
C_1525,35.169,105.066,7.204,18.94,8.412,6.32,22.233,138.8565,164.608,116.137,14.603,11.736,59.542,16.885,34.838,164.608,61.072,145.668,0
C_1530,3.304,1.406,0.425,-1.781,1.262,-4.663,0.067,1.6008,4.265,3.655,0.0,-2.206,2.859,0.978,1.181,4.265,0.978,6.046,0
C_1536,747.156,385.382,40.96,104.029,125.086,32.689,100.325,1835.5225,843.329,1384.189,57.302,63.069,457.947,273.383,696.121,843.329,457.033,739.3,0
C_1539,747.477,1277.312,92.401,280.561,308.775,112.311,363.674,1841.9202,1905.004,1635.02,228.18,188.16,627.692,495.426,643.067,1905.004,856.877,1624.443,0
C_1545,5.374,5.754,0.459,-3.085,2.331,-6.464,1.761,1.4703,6.936,15.903,5.198,-3.544,1.182,3.913,-95.409,6.936,15.124,10.021,1
C_1549,153.595,248.211,19.282,37.774,48.288,4.608,72.251,335.2356,422.425,252.559,12.496,18.492,174.214,61.449,155.698,422.425,100.588,384.651,0
C_1553,1207.022,858.8,130.949,24.379,406.989,-202.215,169.63,5458.9267,1440.581,2542.391,451.682,-106.57,581.781,296.131,1141.203,1440.581,778.007,1416.202,0
C_1560,5775.0,3978.0,1599.0,1375.0,751.0,-201.0,1198.0,48550.152,8201.0,15779.0,1211.0,-224.0,4223.0,1580.0,9244.0,8201.0,3900.0,6826.0,0
C_1561,6535.0,24421.0,1221.0,3506.0,522.0,691.0,2550.0,12501.351,27927.0,42275.0,16838.0,2285.0,3506.0,9953.0,1096.0,27927.0,34108.0,24421.0,1
C_1562,4.256,3.434,1.266,0.725,0.0,-0.239,0.215,3.1174,4.576,6.691,0.24,-0.541,1.142,4.324,0.028,4.576,4.702,3.851,0
C_1569,76.161,110.744,7.881,30.227,20.696,28.17,21.026,380.825,184.382,306.714,24.938,22.346,73.638,30.183,143.972,184.382,69.001,154.155,0
C_1571,237.965,728.012,4.942,43.942,80.286,26.722,47.516,410.8605,826.931,309.067,0.0,39.0,98.919,87.268,221.257,826.931,89.121,782.989,0
C_1572,156.964,48.669,19.845,10.287,25.673,-87.866,26.988,953.938,113.384,530.241,54.838,-9.558,64.715,21.04,-31.183,113.384,156.898,103.097,0
C_1574,1663.044,843.553,266.82,-112.44,61.777,-595.95,147.113,1988.8454,1477.932,2526.792,68.404,-379.26,634.379,503.222,32.045,1477.932,576.587,1590.372,0
C_1576,226.581,392.108,78.132,270.07,28.071,136.159,182.592,2380.9594,729.029,1669.37,54.0,191.938,336.921,73.69,1075.612,729.029,382.034,458.959,1
C_1577,155.734,499.328,199.8,349.516,26.275,-58.102,35.47,1421.3888,1045.964,4246.142,2222.442,149.716,546.636,154.789,-292.872,1045.964,2520.653,696.448,1
C_1581,828.38,1886.291,152.467,197.204,429.231,-41.666,322.862,968.4701,2447.178,2533.084,368.151,44.737,560.887,641.156,532.872,2447.178,1751.349,2249.974,0
C_1584,55.151,112.488,3.02,9.457,7.137,7.018,15.824,57.3206,121.945,133.68,0.0,6.437,9.457,17.772,75.385,121.945,67.683,112.488,0
C_1585,5.094,10.55,0.0,1.553,0.816,1.15,1.461,12.5711,16.254,5.419,0.0,1.553,5.704,0.717,1.523,16.254,0.717,14.701,0
C_1593,2631.0,7577.0,308.0,692.0,2041.0,67.0,210.0,3847.452,11019.0,8076.0,1816.0,384.0,3442.0,2000.0,4961.0,11019.0,4609.0,10327.0,1
C_1594,22.478,26.817,1.196,-0.597,11.306,-3.079,9.62,2.9516,36.136,28.281,4.045,-1.793,9.319,13.803,3.898,36.136,18.097,36.733,1
C_1595,24.161,36.568,10.067,15.536,6.837,0.509,10.333,7.2508,70.171,113.897,69.25,5.469,33.603,14.175,18.764,70.171,90.329,54.635,0
C_1597,14.832,70.143,0.185,1.967,0.0,1.568,13.322,7.4326,72.11,17.161,4.261,1.782,1.967,12.792,-41.839,72.11,17.053,70.143,0
C_1598,14.377,46.738,2.0,0.903,3.869,-6.631,9.001,7.0403,66.782,27.624,8.897,-1.097,20.044,10.008,1.078,66.782,20.86,65.879,0
C_1600,84.181,38.793,1.1,13.462,23.695,-71.781,19.254,55.0999,72.285,142.142,107.564,12.362,33.492,42.421,-85.115,72.285,158.349,58.823,0
C_1602,1363.991,2638.526,441.866,1244.095,49.442,111.136,726.078,11154.2523,5253.366,14504.696,3684.692,802.229,2614.84,1533.192,4303.825,5253.366,8853.528,4009.271,1
C_1603,28.003,87.437,4.579,6.087,14.734,-6.49,7.746,30.6934,105.398,88.454,1.415,1.508,17.961,30.77,-153.919,105.398,33.095,99.311,0
C_1608,91.766,130.699,6.392,18.371,46.492,6.169,27.058,44.5068,180.786,156.734,23.404,11.979,50.087,41.45,64.25,180.786,97.975,162.415,0
C_1610,0.239,0.446,0.024,0.063,0.0,0.106,0.031,3.5413,1.198,0.369,0.009,0.039,0.752,0.21,-5.673,1.198,0.219,1.135,0
C_1612,5086.0,17455.0,1026.0,-1317.0,329.0,-2145.0,1221.0,742.284,16138.0,25197.0,8663.0,-2343.0,-1317.0,8066.0,-478.0,16138.0,22087.0,17455.0,0
C_1615,803.642,1351.675,42.143,211.884,0.0,57.852,745.179,406.4704,2319.35,1463.376,576.704,169.741,967.675,376.225,167.334,2319.35,1020.775,2107.466,0
C_1618,65.11,111.809,5.311,1.871,26.255,-1.461,25.132,20.478,161.707,122.26,6.6,-3.44,49.898,36.887,-45.965,161.707,43.487,159.836,1
C_1627,9.547,4.379,0.275,2.869,1.186,1.891,0.844,25.3292,9.584,10.782,0.0,2.594,5.205,1.045,6.1,9.584,1.055,6.715,0
C_1634,950.098,3276.933,29.21,198.868,581.705,56.978,311.047,1130.7746,3925.936,1339.587,218.735,169.658,649.003,537.332,294.211,3925.936,800.906,3727.068,0
C_1643,11.238,12.41,3.25,-8.981,0.406,-13.218,2.007,26.6823,7.171,70.312,0.45,-12.231,-5.239,1.29,-87.459,7.171,2.981,16.152,1
C_1649,1295.0,4063.0,967.0,2052.0,102.0,615.0,847.0,8801.0079,6664.0,10425.0,3419.0,1085.0,2601.0,1422.0,2800.0,6664.0,6782.0,4612.0,0
C_1652,4807.4,39690.1,272.9,686.7,304.2,279.4,2926.8,2918.235,40376.8,11948.3,1997.9,413.8,686.7,5677.7,388.7,40376.8,9239.1,39690.1,0
C_1653,2031.42,3536.577,168.972,728.38,913.054,137.83,602.334,4291.022,5518.805,4103.016,904.035,559.408,1982.228,813.833,1118.16,5518.805,1946.369,4790.425,0
C_1662,1154.518,163.435,30.966,-65.696,0.0,-75.948,149.896,3063.8015,689.797,1503.219,500.0,-96.662,526.362,322.771,-86.437,689.797,865.243,755.493,0
C_1664,50.2,64.39,3.083,0.578,22.61,-7.152,14.494,46.96,89.21,67.281,1.392,-2.505,24.82,14.821,7.813,89.21,20.841,88.632,0
C_1665,107.034,245.327,15.419,35.246,47.993,9.548,48.907,131.5058,331.105,273.684,63.5,19.827,85.778,34.436,64.115,331.105,125.181,295.859,1
C_1666,40.317,42.424,1.256,1.097,17.097,1.497,11.438,15.7692,65.365,51.926,3.498,-0.159,22.941,10.312,13.941,65.365,17.028,64.268,0
C_1668,49.523,47.794,1.66,5.311,32.844,1.182,12.712,27.0646,72.366,61.841,14.957,3.651,24.572,21.954,20.741,72.366,37.024,67.055,1
C_1669,12.811,27.212,0.25,-0.525,6.401,-0.861,4.926,18.5313,36.138,22.761,1.5,-0.775,8.926,4.747,-9.929,36.138,6.247,36.663,0
C_1670,69.043,619.654,7.875,26.483,30.468,9.443,2.145,58.953,820.627,183.346,43.363,18.608,200.973,51.956,70.116,820.627,98.576,794.144,0
C_1673,1574.627,1124.602,160.415,252.573,601.457,0.513,382.358,3106.194,1655.346,3951.523,605.031,92.158,530.744,478.593,485.557,1655.346,1518.462,1402.773,0
